depolarization_index_1issue_change,affect_index_change,issue_index_global_change,other_party_change,social_distance_change,outgroup_stereotype_change,gender,age,college,white,knowledge_counter,extraversion,agreeable,consecientious,emotionally_stable,open_new_experiences,political_interest,strong_partisan,percent_other_party_exposure,democrat,sevenpoint_ideology,regionMidwest,regionSouth,regionWest,faminc_val,republican,faminc_notsay,fully_compliant,treatment_assigned,displayCondition,chatID_full,fully_compliant_CORRECT,fully_compliant_INCORRECT,fully_compliant_NONE,treatment_assigned_CORRECT,treatment_assigned_INCORRECT,treatment_assigned_NONE
0.40459758,0.061666667,-0.006666667,-0.015,-0.2,0,1,30,1,0,2,6,4.5,4.5,5.5,2.5,4,0,20,1,1,FALSE,FALSE,TRUE,0.300440129,0,FALSE,1,1,NONE,7Jvcm245pBKJVHA65Mda,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
1.592506971,0.216481481,0,0.755,0.133333333,-0.027777778,2,40,1,0,1,4,4,4,3.5,4,3,1,10,1,2,FALSE,FALSE,TRUE,0.084173221,0,FALSE,1,1,NONE,5omg95bAzyfppWqpAfZd,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
0.599403822,0.058148148,0.023333333,-0.07,-0.3,0.055555556,1,70,0,1,2,3,4,3,4.5,3.5,4,1,20,0,5,FALSE,TRUE,FALSE,-0.204182657,1,FALSE,0,0,ROBUST,ROBUST_658,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2.223243266,0.202222222,0.1,-0.06,-0.666666667,0,2,52,0,0,1,4,4,4,4,4,4,1,NA,1,4,TRUE,FALSE,FALSE,-0.852976171,0,FALSE,0,0,CONTROL,CONTROL_661,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.523116062,-0.035555556,0.106666667,0.01,-0.133333333,0.25,2,74,0,1,1,2,2,1,1,2,4,0,30,0,6,FALSE,FALSE,TRUE,-0.492538534,1,FALSE,1,1,CORRECT,3Yx3iXlzkWeonav0PAkd,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.351468604,0.162222222,-0.21,0.32,-0.166666667,0,2,62,0,1,0,4.5,1,3.5,3,3.5,2,0,50,1,4,FALSE,TRUE,FALSE,-0.060004718,0,FALSE,0,1,CORRECT,CGiU4xncq5wzJ4zcpcWa,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1.02171106,0.022222222,0.116666667,0.2,0.133333333,0,2,31,0,1,1,6.5,1,3.5,3.5,1.5,4,0,50,1,1,FALSE,FALSE,TRUE,-0.060004718,0,FALSE,1,1,NONE,BBjw7sE4oY4kZSbm2fWh,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
-0.261558031,-0.035555556,0,0.06,0,0.166666667,1,35,0,1,1,3,3,2.5,5.5,3,3,1,25,1,1,FALSE,TRUE,FALSE,-0.636716472,0,FALSE,1,1,CORRECT,AIobd4UCrJ8HTWceEKed,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
0.26019575,0.07537037,-0.04,0.115,0,-0.111111111,1,63,0,1,2,5.5,2,1.5,1,1.5,4,1,2,0,7,FALSE,TRUE,FALSE,-0.636716472,1,FALSE,0,1,CORRECT,2kAQelRstqJQhapa0p2n,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1.433120046,0.128148148,0.066666667,0.14,-0.216666667,-0.027777778,1,35,0,1,3,6,2,2,4.5,2,4,0,2,1,1,FALSE,FALSE,TRUE,-0.060004718,0,FALSE,1,1,CORRECT,716E3M7YEFdWy0KNE8jO,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1.72601055,0.15462963,0.08,-0.025,-0.266666667,-0.222222222,1,42,0,0,2,4,4,3,3.5,4,3,1,35,1,3,FALSE,FALSE,FALSE,-0.204182657,0,FALSE,0,1,NONE,GqwhczGjOzgaYLCOV3xG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1.053043532,0.076481481,0.066666667,0.285,0,0.055555556,1,72,0,1,2,5,1,4,1,2,4,0,25,0,5,FALSE,FALSE,TRUE,-0.780894411,1,FALSE,1,1,NONE,FPVXNjjNtQf1oTTlbVHg,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
1.057130376,0.088148148,0.055555556,0.07,-0.166666667,-0.027777778,1,53,0,0,1,6.5,2.5,1,1.5,1,3,1,NA,1,4,FALSE,FALSE,FALSE,-0.852976171,0,FALSE,0,1,INCORRECT,5mNLyDSxT1FAlMKZkd7m,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.373265107,0.047407407,0.003333333,0.02,-0.066666667,-0.055555556,2,35,0,1,1,4.5,2.5,4.5,3,3.5,3,1,30,1,1,FALSE,FALSE,TRUE,-0.060004718,0,FALSE,0,0,ROBUST,ROBUST_678,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.253384343,0.084444444,-0.05,-0.13,-0.133333333,-0.25,1,31,0,0,1,6.5,4.5,2,3.5,1.5,4,1,50,1,2,FALSE,FALSE,TRUE,-0.636716472,0,FALSE,1,1,CORRECT,Fj0art1OiNZNpfuhdkvX,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
0.957683833,0.040185185,0.09,0.015,-0.133333333,0.027777778,2,51,0,1,2,4.5,1,1,2.5,3,1,0,30,0,4,FALSE,FALSE,FALSE,-0.348360595,1,FALSE,1,1,INCORRECT,Cpv6PG3tLKcFADqGxoam,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1.810471998,0.136111111,0.11,0.025,-0.3,-0.083333333,2,59,0,1,2,4.5,1,2,2.5,1.5,4,0,15,0,5,FALSE,TRUE,FALSE,-0.492538534,1,FALSE,1,1,CORRECT,9wY1pEI1pmt6wigvHvSL,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.224776433,-0.030555556,0,-0.025,0.066666667,0,2,40,0,1,2,2,2,2,2,3,4,1,2,0,7,TRUE,FALSE,FALSE,-0.060004718,1,FALSE,1,1,CORRECT,VBn8XNBE5zks0lAvhYyw,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
0.817368848,0.044444444,0.066666667,NA,-0.2,0.111111111,2,68,0,1,1,5,1.5,3.5,3.5,3.5,2,0,25,0,6,FALSE,FALSE,TRUE,0.588796006,1,FALSE,0,1,INCORRECT,Al3HkendsV1IMgkv4VB2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.129416734,0.010925926,0.006666667,0.005,0,-0.027777778,2,34,0,1,1,3,2,4,2.5,4,2,0,25,0,5,FALSE,TRUE,FALSE,-0.060004718,1,FALSE,0,0,ROBUST,ROBUST_688,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.467262525,-0.033148148,0.096666667,0.095,0.166666667,0.027777778,2,33,1,0,2,6.5,1,1.5,5,2.5,2,1,25,1,1,FALSE,FALSE,FALSE,-0.492538534,0,FALSE,0,1,CORRECT,7YhiDeAzesvlNZFiXiep,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0.557173098,0.069074074,0.006666667,0.185,-0.133333333,0.111111111,1,38,1,0,2,6.5,3,4.5,2.5,5,4,1,10,1,2,FALSE,TRUE,FALSE,0.300440129,0,FALSE,0,1,INCORRECT,A7LFbHbI6Qc610MYVVSL,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.33784579,0.012592593,0.033333333,0.06,0.133333333,-0.111111111,1,34,1,0,0,7,1,1.5,2,2,1,1,0,1,1,FALSE,TRUE,FALSE,-0.636716472,0,FALSE,1,1,CORRECT,9v5QCHhvsq9T2dZyiDtb,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-1.730097394,-0.155185185,-0.08,0.04,0.533333333,-0.027777778,2,66,0,0,2,7,1,1,1,5.5,4,1,0,1,1,TRUE,FALSE,FALSE,-0.780894411,0,FALSE,1,1,NONE,8p12ntL2aLN9EoAubv0z,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
-0.287441378,-0.025740741,-0.013333333,-0.005,0.016666667,0.055555556,1,57,1,0,1,4,1.5,1,1,1.5,4,0,40,1,4,FALSE,FALSE,TRUE,0.588796006,0,FALSE,1,1,INCORRECT,GBlyRoLKpiiele3fRg2E,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0.702937209,-0.001111111,0.096666667,-0.02,0.066666667,-0.083333333,2,42,0,1,1,4,1,1,2,2,3,1,80,1,1,FALSE,FALSE,TRUE,-0.636716472,0,FALSE,0,1,CORRECT,G5E7a8mRLmAGg7ItuVnG,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
-1.33094894,-0.167592593,-0.013333333,-0.025,0.366666667,0.111111111,2,54,1,0,3,1.5,5,1,2,1.5,4,0,10,0,4,FALSE,TRUE,FALSE,1.525952607,1,FALSE,1,1,CORRECT,824MoCRNysM4xIFHteJZ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.720646867,0.022037037,-0.12,0.055,-0.066666667,0.055555556,1,41,0,1,1,5,2,2,4,2.5,3,1,0,0,4,FALSE,FALSE,TRUE,-0.852976171,1,FALSE,1,1,INCORRECT,59wCSX2187aSR2Vla7oB,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
-0.559897661,5.56E-04,-0.076666667,0.085,0,0.083333333,2,43,0,1,1,2,3,4,3.5,4,1,0,50,1,5,FALSE,TRUE,FALSE,-0.204182657,0,FALSE,0,1,NONE,Cey40JRhqM72AxF6EIMo,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.697488083,0.061481481,0.033333333,0.09,-0.066666667,-0.027777778,2,29,1,1,3,5.5,1.5,2,2,1,4,1,10,1,2,FALSE,FALSE,TRUE,-0.780894411,0,FALSE,0,0,ROBUST,ROBUST_704,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-0.344657197,0.039814815,-0.086666667,0.075,0.066666667,-0.111111111,2,55,0,1,2,7,1.5,3.5,6,5,4,0,95,1,1,FALSE,TRUE,FALSE,0.300440129,0,FALSE,1,1,CORRECT,CTqV3pkL9hpRHTNp6Vxg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.984929461,-0.097222222,-0.036666667,-0.125,0,0.166666667,2,24,1,0,3,7,1.5,3.5,5.5,2,4,1,3,1,1,FALSE,FALSE,FALSE,-0.997168528,0,TRUE,1,1,CORRECT,3YjarzEURTCBl3uQvdf1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1.175648859,0.039814815,0.12,0.025,-0.066666667,-0.027777778,2,54,1,0,3,3,1.5,3,3,1,3,1,5,1,1,FALSE,FALSE,TRUE,-0.204182657,0,FALSE,0,1,NONE,BRDfLpiIF1I6CRNW11zJ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-1.028522467,0.030185185,-0.17,0.085,0.133333333,-0.138888889,2,62,0,1,2,3,1.5,2.5,1.5,4,4,0,10,0,6,FALSE,FALSE,TRUE,0.084173221,1,FALSE,1,1,NONE,CckJlV3FMqX6fdEoA3MC,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
1.208343613,0.140925926,0.023333333,0.32,-0.075,-0.027777778,1,30,1,0,0,5.5,6,1,5,3.5,3,0,40,0,3,FALSE,TRUE,FALSE,-0.204182657,1,FALSE,1,1,NONE,49qvoOB0HLEN5xmG8tbn,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
3.48062901,0.179814815,0.293333333,0.595,0.166666667,-0.111111111,2,40,1,0,1,5.5,1.5,1.5,2,2,2,0,0,1,2,FALSE,FALSE,TRUE,-0.780894411,0,FALSE,0,0,ROBUST,ROBUST_712,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.532652032,0.069074074,0.003333333,0.085,-0.066666667,-0.055555556,2,24,1,1,1,4,1.5,1.5,1.5,2,3,1,30,1,1,TRUE,FALSE,FALSE,0.084173221,0,FALSE,0,1,CORRECT,4GLeGeUr3bx72Vhq1CbC,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
-2.36219597,-0.091111111,-0.23,-0.14,0.216666667,-0.083333333,1,39,0,0,2,5.5,4.5,5,6,6.5,3,0,NA,1,4,FALSE,FALSE,TRUE,-0.780894411,0,FALSE,1,1,INCORRECT,5Jqp8KACsIgqG7xlXVNK,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
-0.284716815,-0.142037037,0.103333333,-0.265,0.133333333,0.027777778,2,74,0,1,2,3,1.5,2.5,3,1.5,4,1,30,0,6,FALSE,TRUE,FALSE,-0.636716472,1,FALSE,1,1,CORRECT,8DFzLjFfHmAHa50fBup8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
0.224776433,-0.069444444,0.1,-0.075,0.133333333,0,1,44,0,0,2,2.5,5.5,4,4,2.5,4,1,50,1,1,FALSE,FALSE,TRUE,-0.492538534,0,FALSE,1,1,NONE,6GsjIjjjWncktavj9h8v,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
-0.24112381,0.097222222,-0.13,-0.025,-0.15,-0.166666667,2,32,1,0,2,4.5,6,1,4,1.5,4,0,30,1,4,FALSE,FALSE,FALSE,-0.997168528,0,TRUE,0,1,INCORRECT,HS6KlXzedIyOUnKKLy9d,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
-0.870497823,-0.118333333,0,-0.105,0,0.25,2,31,1,0,0,4.5,3,5.5,4,3,3,1,25,1,2,FALSE,FALSE,FALSE,-0.204182657,0,FALSE,1,1,CORRECT,5MVZK4iVHmD6Qlj4z3oh,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-1.238313804,-0.068333333,-0.1,-0.105,0.016666667,0.083333333,1,56,1,0,2,4,1,6,3,1,4,1,1,1,2,FALSE,TRUE,FALSE,-0.492538534,0,FALSE,0,1,NONE,7Ehkd0lSscW7flAzlbNn,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.583056445,-0.020740741,0.1,0.06,0.066666667,0.055555556,2,43,0,1,1,1.5,1,2.5,4.5,2.5,2,0,5,1,4,FALSE,TRUE,FALSE,-0.636716472,0,FALSE,1,1,CORRECT,8DFzLjFfHmAHa50fBup8,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-1.657896479,-0.108703704,-0.116666667,0.035,0.25,0.111111111,2,86,0,1,3,4,1,1,1,3.5,4,1,10,0,7,FALSE,FALSE,TRUE,-0.492538534,1,FALSE,0,1,CORRECT,avNLS54JHfUxsUJJ2w1A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.055853538,-0.004259259,-0.003333333,0.015,0,0.027777778,1,28,0,0,0,4,4,2.5,3,3.5,2,1,0,1,2,FALSE,TRUE,FALSE,-0.852976171,0,FALSE,0,1,INCORRECT,A1ygsJxuZTHtUpUqAawt,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1.877223787,0.155185185,0.1,0.26,-0.233333333,0.027777778,2,62,0,1,3,4,3.5,2.5,3,4,4,1,2,0,6,TRUE,FALSE,FALSE,0.300440129,1,FALSE,1,1,INCORRECT,6oFzm43kHf0D1fUyajW4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0.40459758,0.085,-0.03,0.155,-0.1,0,2,65,0,1,1,6,4,2.5,5.5,2.5,2,1,50,0,4,FALSE,FALSE,TRUE,-0.780894411,1,FALSE,0,0,CONTROL,CONTROL_729,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.74244337,0.094259259,0.006666667,0.105,-0.233333333,0.055555556,1,27,0,1,1,7,2.5,1.5,5.5,4,3,0,50,1,2,FALSE,FALSE,FALSE,-0.852976171,0,FALSE,1,1,NONE,BlOYTWrph9D92PHz5Vnx,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
-0.935887331,-0.077222222,-0.05,-0.015,0.216666667,0,2,47,0,0,3,3.5,2,3.5,2.5,3.5,4,0,95,1,3,TRUE,FALSE,FALSE,-0.997168528,0,TRUE,1,1,CORRECT,6cbU7nlFBJxOwfYHMIE6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.74244337,-0.007592593,-0.093333333,0.005,0,0.027777778,1,59,0,0,3,1,5.5,1.5,1,3.5,4,0,0,1,4,FALSE,TRUE,FALSE,-0.204182657,0,FALSE,0,1,CORRECT,ab7mHXhxQqsPPh7k07kX,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.450915148,-0.091296296,0.03,-0.035,0.266666667,-0.027777778,2,65,0,1,3,4.5,1,5,2,1.5,4,1,25,1,4,FALSE,FALSE,TRUE,-0.636716472,0,FALSE,1,1,CORRECT,X4B4UohLh7cnqcyXQDuk,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1.589782409,0.319444444,-0.103333333,NA,-0.5,-0.138888889,1,61,0,0,3,4,1,1,2,3.5,3,1,10,1,4,FALSE,TRUE,FALSE,-0.492538534,0,FALSE,0,1,INCORRECT,Cp83tcfs8wNZErt967pw,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
0.976755773,0.026111111,0.106666667,-0.005,-0.083333333,0,2,57,0,0,1,5,1,1,1,4,3,1,10,1,4,FALSE,TRUE,FALSE,-0.997168528,0,TRUE,1,1,INCORRECT,A77BB1MqfuG8JxnqdAYD,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1.114346196,0.054814815,0.096666667,0.07,-0.066666667,-0.027777778,2,53,0,0,3,2,2,1.5,2,2,4,1,5,1,3,TRUE,FALSE,FALSE,-0.780894411,0,FALSE,1,1,INCORRECT,52Vqb7ohpL9N8TmPFhos,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
-0.264282594,-0.075925926,0.04,-0.2,0,0.027777778,1,42,0,1,2,6,4,2.5,4,4,3,1,50,0,6,TRUE,FALSE,FALSE,-0.780894411,1,FALSE,0,1,INCORRECT,7wwq81gC4kioxicJkt0Z,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1.023073341,0.012407407,0.126666667,0.065,0.083333333,-0.055555556,2,28,0,1,2,6.5,4,3,5.5,3.5,3,1,10,1,1,FALSE,FALSE,FALSE,-0.492538534,0,FALSE,1,1,CORRECT,Ag13BusUc2gLj1GNMQIs,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.599403822,-0.101481481,0.02,-0.11,0,0.194444444,1,62,0,0,3,5,2,2,1.5,2.5,3,0,30,1,3,TRUE,FALSE,FALSE,-0.636716472,0,FALSE,0,1,CORRECT,DbRzLyUIhups3BvU40lH,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1.14704095,-0.028888889,0.184814815,0.23,0.333333333,-0.016666667,2,32,0,0,2,4,4,4,4.5,4.5,4,1,NA,1,1,FALSE,TRUE,FALSE,-0.204182657,0,FALSE,0,0,ROBUST,ROBUST_743,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.495870434,0.067407407,0,0.23,-0.083333333,0.111111111,1,38,0,0,3,6,3.5,4.5,4,3.5,4,0,10,1,1,FALSE,TRUE,FALSE,-0.997168528,0,TRUE,0,0,ROBUST,ROBUST_744,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-1.054405813,-0.146666667,0.003333333,-0.09,0.266666667,0.083333333,1,39,0,0,3,4,4.5,4,4.5,2,4,0,60,1,1,FALSE,FALSE,TRUE,-0.997168528,0,TRUE,0,1,NONE,A1G66avANbX0p4YmGHAd,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.025883347,0.100185185,-0.096666667,-0.055,-0.216666667,-0.138888889,2,60,0,0,2,1.5,1.5,1,1,1,4,1,20,1,1,FALSE,TRUE,FALSE,-0.636716472,0,FALSE,1,1,NONE,0xf2lLlCJeRGH6L5vk3w,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
-0.547637128,-0.034444444,-0.04,-0.02,-0.083333333,0.166666667,1,33,0,1,3,2,4,5.5,5.5,1,4,1,50,1,2,FALSE,FALSE,FALSE,0.300440129,0,FALSE,0,1,NONE,NIhMEuUBO58AtVAgxhJn,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-0.187994835,0.041111111,-0.066666667,-0.01,-0.133333333,0,1,38,0,0,3,4.5,4.5,3.5,3.5,4,4,0,5,1,4,FALSE,TRUE,FALSE,-0.997168528,0,TRUE,1,1,CORRECT,T2pZjh3FRVK1VfWRcgHg,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
0.599403822,0.008148148,0.073333333,0.13,0.133333333,-0.027777778,1,37,0,1,2,7,3.5,4.5,1.5,2,4,1,30,1,3,TRUE,FALSE,FALSE,0.084173221,0,FALSE,0,1,INCORRECT,80dESixQ7kKR6u0rpQ23,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1.311877,0.158333333,0.02,0.175,-0.3,0,2,23,0,1,1,5.5,2.5,1,4,1.5,3,1,25,0,2,FALSE,FALSE,TRUE,-0.204182657,1,FALSE,1,1,CORRECT,3YjarzEURTCBl3uQvdf1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
0.193443961,0.01962963,0.006666667,-0.08,-0.083333333,-0.055555556,1,40,0,1,2,2,1,1,1,1,4,1,25,1,2,FALSE,FALSE,FALSE,-0.060004718,0,FALSE,1,1,NONE,8gJ8dEVMXe0F3EDphDZs,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
-0.361004574,-0.095740741,0.046666667,-0.215,-0.066666667,0.138888889,2,59,0,0,0,5,1,1,3.5,2.5,2,1,2,1,6,TRUE,FALSE,FALSE,-0.997168528,0,TRUE,1,1,CORRECT,7r25ljZTEjSe9HNM7nQq,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
3.307424658,0.108333333,0.341269841,NA,-0.3,0.083333333,2,28,0,0,0,1,7,2,4.5,3.5,3,0,55,1,3,FALSE,FALSE,TRUE,-0.852976171,0,FALSE,0,1,CORRECT,7vtZgvWiOwHJmvIMvSYd,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
-1.553000811,0.032222222,-0.243333333,0.18,0,0.083333333,2,56,0,0,2,5,1,3.5,2.5,1,4,1,50,1,4,FALSE,TRUE,FALSE,-0.636716472,0,FALSE,1,1,NONE,HspnM7we6em5QfGZezOh,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
0.445466022,0.017222222,0.043333333,-0.065,-0.033333333,-0.083333333,1,35,0,1,3,6.5,4.5,1.5,1.5,4.5,4,0,5,0,6,FALSE,TRUE,FALSE,-0.204182657,1,FALSE,1,1,NONE,4ibzP75dXf2mS5AUMy1u,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
-1.029884748,-0.14,0,-0.27,0.066666667,0.083333333,2,42,0,0,3,7,1.5,5,4,3,4,0,30,0,6,TRUE,FALSE,FALSE,-0.636716472,1,FALSE,1,1,CORRECT,7vtZgvWiOwHJmvIMvSYd,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
1.407236699,0.077962963,0.113333333,0.095,0,-0.138888889,1,43,0,1,2,4,2.5,1,1.5,4,4,0,2,0,7,FALSE,TRUE,FALSE,0.300440129,1,FALSE,1,1,CORRECT,4ulki70TWSm5pIh1QKCE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.9454233,0.034814815,-0.163333333,0.01,-0.066666667,-0.027777778,1,62,0,1,1,3,1.5,1.5,1,1,4,1,20,0,4,FALSE,TRUE,FALSE,-0.636716472,1,FALSE,1,1,INCORRECT,4DOMZ1Gb91Uqr9xNpKoC,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
-1.442656016,-0.179444444,-0.016666667,-0.105,0.35,0.083333333,1,61,0,1,3,7,1,2,6.5,4.5,4,1,0,1,1,FALSE,FALSE,TRUE,-0.852976171,0,FALSE,1,1,NONE,29dxVq67TotoGVObZtbD,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
-0.365091419,-0.032962963,-0.016666667,0.04,0,0.138888889,1,42,0,1,2,5,2,3.5,3,3,4,0,10,1,1,FALSE,TRUE,FALSE,-0.780894411,0,FALSE,0,0,ROBUST,ROBUST_769,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
0.341932635,-0.033518519,0.08,0.005,0.133333333,-0.027777778,1,75,0,1,3,5,2,1,3.5,2,4,0,30,0,6,TRUE,FALSE,FALSE,-0.348360595,1,FALSE,1,1,NONE,7KDIFLAuzNbiw0z0Eux2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
-0.367815981,-0.083333333,0.033333333,0,0,0.25,1,63,0,1,1,5.5,4,2.5,2,3,4,0,33,0,5,FALSE,FALSE,FALSE,0.949240852,1,FALSE,1,1,NONE,WE3G5AvhsAnaJGM1fEHu,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
-0.179821146,-0.057777778,0.033333333,-0.04,0.133333333,0,2,52,0,0,3,4.5,2,1,2,3.5,4,1,1,0,7,FALSE,TRUE,FALSE,1.525952607,1,FALSE,1,1,INCORRECT,GKAq1YuOxKsRVbD9bA9N,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
-2.072030029,0.051666667,-0.333333333,-0.095,0.083333333,-0.333333333,2,66,0,1,1,4.5,4.5,4,4.5,4,4,1,0,0,7,FALSE,TRUE,FALSE,0.084173221,1,FALSE,0,1,INCORRECT,ErygNT039TdvdUMWlDk1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1.719199143,0.073703704,0.16,0.01,-0.266666667,0.055555556,1,61,0,1,1,3.5,6.5,1.5,5.5,5,2,1,90,1,3,FALSE,TRUE,FALSE,-0.492538534,0,FALSE,1,1,CORRECT,4ulki70TWSm5pIh1QKCE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
-0.16347377,-0.022222222,0,0,0.066666667,0,1,54,0,0,2,2.5,1,1.5,4.5,2.5,4,0,NA,1,2,FALSE,FALSE,FALSE,-0.060004718,0,FALSE,1,1,CORRECT,BeA4TdaPPcTBkQDtdOnp,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
0.262920313,-0.030925926,0.066666667,0.035,0.1,0.027777778,2,30,1,0,2,3.5,2,2,1,1,4,1,20,0,7,TRUE,FALSE,FALSE,0.084173221,1,FALSE,0,1,NONE,NIhMEuUBO58AtVAgxhJn,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
-0.442741459,-0.006851852,-0.053333333,-0.215,0,-0.194444444,1,77,0,1,3,3.5,4,3,4.5,4,4,1,70,1,4,FALSE,TRUE,FALSE,0.949240852,0,FALSE,0,1,NONE,6uuF9Fiy4XH8VDHz7jTj,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0.295615067,0.075,-0.034814815,NA,-0.066666667,-0.083333333,2,35,0,0,0,4,4,4,4,4,2,0,50,1,3,FALSE,FALSE,FALSE,0.300440129,0,FALSE,0,1,INCORRECT,CY9FcLBLxKDZqMfss86A,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
-0.801021471,0.011111111,-0.12,-0.05,0,-0.083333333,1,56,0,1,3,4.5,3.5,3.5,3,3,4,1,8,0,6,FALSE,FALSE,FALSE,-0.636716472,1,FALSE,0,0,ROBUST,ROBUST_789,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-0.367815981,0,-0.05,NA,0,0,1,30,1,1,1,4.5,4,4,4.5,4,4,0,40,1,3,FALSE,FALSE,FALSE,0.588796006,0,FALSE,0,0,ROBUST,ROBUST_790,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
-0.907279421,-0.153333333,0.03,-0.21,0.166666667,0.083333333,1,44,0,1,2,4,2,1.5,1,1,4,0,1,1,2,FALSE,TRUE,FALSE,-0.852976171,0,FALSE,0,1,INCORRECT,5WFkKRanEAjaSUgUBO0X,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
