session_id,player_id,agent_instance_id,agent_id,group_id,subsession_id,round_number,module,profile_a_tax_rate,profile_a_healthcare_spending,profile_a_education_spending,profile_a_immigration_policy,profile_a_climate_policy,profile_b_tax_rate,profile_b_healthcare_spending,profile_b_education_spending,profile_b_immigration_policy,profile_b_climate_policy,chosen_profile,chosen_profile_speculation_score,choice_confidence,choice_confidence_speculation_score,choice_reasoning,most_important_attribute,most_important_attribute_speculation_score,comments
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_2_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,conjoint_policy_experiment_20260518T134252Z_bdod6b_2,2,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5_g2,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,5,conjoint,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,No new regulations,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Profile A,0.2,6,0.2,"I chose Profile A because it aligns with my priorities as a 52-year-old rural Republican with a modest income: lower taxes, targeted healthcare and job-focused education, stricter immigration to protect local jobs, and practical climate policies that won’t raise costs for working families.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_3_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,conjoint_policy_experiment_20260518T134252Z_bdod6b_3,3,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5_g3,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,5,conjoint,10% flat tax,Maintain current levels,Shift to voucher system,Points-based system,No new regulations,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,Green subsidies only,Profile B,0.2,6,0.2,"I chose Profile B because it balances moderate taxes with strong investments in healthcare and education, supports pragmatic immigration policy, and commits to meaningful climate action — reflecting my priorities as an urban, college-educated 28-year-old with a high income who values fiscal responsibility alongside robust public services.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_4_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,conjoint_policy_experiment_20260518T134252Z_bdod6b_4,4,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5_g4,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,5,conjoint,Progressive (15-35%),Decrease by 15%,Double public school funding,Open borders,Green subsidies only,10% flat tax,Maintain current levels,Shift to voucher system,Points-based system,Green subsidies only,Profile B,0.2,6,0.2,"As a 67-year-old suburban Republican on a fixed income, I chose this profile because it balances lower taxes and fiscal responsibility with targeted healthcare support for seniors, reasonable education funding, stricter immigration controls, and moderate climate policies that avoid heavy economic burdens.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_5_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,conjoint_policy_experiment_20260518T134252Z_bdod6b_5,5,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5_g5,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,5,conjoint,10% flat tax,Maintain current levels,Maintain current levels,Points-based system,No new regulations,Progressive (15-35%),Maintain current levels,Shift to voucher system,Reduce by 50%,Green subsidies only,Profile A,0.1,5,0.1,"I picked this profile because as a 41-year-old suburban Democrat with no college and household income under $30k I prioritize stronger healthcare and education, compassionate immigration, and meaningful climate action—even if it means modestly higher taxes—to make life more affordable and secure for low-income families like mine.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_6_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,conjoint_policy_experiment_20260518T134252Z_bdod6b_6,6,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5_g6,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,5,conjoint,Progressive (15-35%),Maintain current levels,Shift to voucher system,Open borders,Green subsidies only,Current rates maintained,Maintain current levels,Shift to voucher system,Points-based system,No new regulations,Profile A,0.2,6,0.2,"I picked Profile A because it balances modest taxes with solid investments in healthcare and education, supports pragmatic immigration policy, and pursues realistic climate action—matching my priorities as a young, college-educated urban independent with a moderate income.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_7_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,conjoint_policy_experiment_20260518T134252Z_bdod6b_7,7,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5_g7,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,5,conjoint,Current rates maintained,Decrease by 15%,Shift to voucher system,Points-based system,No new regulations,Progressive (15-35%),Decrease by 15%,Shift to voucher system,Reduce by 50%,Green subsidies only,Profile A,0.1,6,0.1,"I chose this profile because it matches my background and priorities as a 59-year-old rural Republican with a modest income and no college degree—favoring lower taxes, limited government spending, stricter immigration controls, practical healthcare and education policies, and climate actions that protect local jobs.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_8_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,conjoint_policy_experiment_20260518T134252Z_bdod6b_8,8,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5_g8,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_conjoint_r5,5,conjoint,10% flat tax,Maintain current levels,Maintain current levels,Points-based system,Green subsidies only,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Profile B,0.25,6,0.25,"I chose Profile B because as a 45-year-old, college-educated suburban Democrat with a comfortable income, I prioritize strong healthcare and education funding, ambitious climate action, and sensible immigration policy funded by moderate taxes—Profile B best matched those priorities.",,,
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_1_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,conjoint_policy_experiment_20260518T134252Z_bdod6b_1,1,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1_g1,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Healthcare spending,0.1,"Thank you — the survey was clear and thought-provoking. The policy pairs felt realistic and helped me clarify priorities. A few suggestions: include brief estimates of costs/outcomes or implementation timelines for each proposal, offer a “no preference” or “undecided” option, and consider adding other policy areas (e.g., housing, criminal justice). Also reassure respondents about anonymity and how results will be used."
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_2_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,conjoint_policy_experiment_20260518T134252Z_bdod6b_2,2,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1_g2,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Tax rate,0.2,"Thanks for the chance to participate. The survey was straightforward and covered issues that matter to me. I’d like future studies to include more concrete cost estimates and information on how each policy would affect rural communities, small businesses, and jobs. It would also help to have more options focused on trade and job training in education, and simpler wording in some questions. Please assure respondents that answers are anonymous. Overall the length was reasonable—thanks."
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_3_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,conjoint_policy_experiment_20260518T134252Z_bdod6b_3,3,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1_g3,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Healthcare spending,0.2,"Overall the study was clear and easy to complete. A few suggestions: include estimated fiscal costs or timelines for each proposal and more specific descriptions (e.g., what “pragmatic immigration policy” means in practice), since some choices felt vague; consider adding a brief summary of trade-offs and a data-privacy reassurance. Otherwise well designed and thought-provoking."
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_4_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,conjoint_policy_experiment_20260518T134252Z_bdod6b_4,4,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1_g4,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Tax rate,0.2,"Thank you for the opportunity to participate. The scenarios were generally clear and realistic, but I would have liked more detail on the projected costs and specific impacts of each policy (especially healthcare and climate provisions) to make fully informed choices. It might help to include clearer definitions of vague terms (e.g., “moderate” climate policy) and an option to provide brief written feedback after each pair. Overall the length was reasonable and the survey was easy to follow."
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_5_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,conjoint_policy_experiment_20260518T134252Z_bdod6b_5,5,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1_g5,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Healthcare spending,0.1,"Thank you for the opportunity. The scenarios were generally clear, but I would have liked more concrete details about what the tax rates mean for people at different income levels and how the spending would be funded and targeted. As someone with a low household income, I care most about healthcare, education, affordable housing, childcare, and job-training supports. Overall I prefer policies that make life more affordable and secure for families like mine."
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_6_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,conjoint_policy_experiment_20260518T134252Z_bdod6b_6,6,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1_g6,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Healthcare spending,0.2,"Thanks — the study was clear and straightforward. The policy scenarios felt realistic, but I would have liked more detail on how spending would be funded and the specific trade-offs involved. Adding implementation timelines, more nuance on immigration options, and a progress indicator for longer surveys would improve the experience. Overall, relevant to my priorities (especially healthcare and education), and I appreciate the opportunity to participate."
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_7_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,conjoint_policy_experiment_20260518T134252Z_bdod6b_7,7,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1_g7,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Tax rate,0.1,"The survey was clear and easy to follow. It would help to include more specifics in each proposal (estimated costs, timelines, and local job impacts) because those details matter to people like me when choosing policies. I’d also appreciate a summary of the study results and how choices vary by age, income, and education. Thank you."
conjoint_policy_experiment_20260518T134252Z_bdod6b_s1,conjoint_policy_experiment_20260518T134252Z_bdod6b_8_conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,conjoint_policy_experiment_20260518T134252Z_bdod6b_8,8,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1_g8,conjoint_policy_experiment_20260518T134252Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Healthcare spending,0.12,"Overall the study was clear and straightforward. The paired comparisons do a good job highlighting trade-offs, but sometimes the attribute descriptions felt vague (e.g., what specifically is included under “healthcare spending” or how tax rates are applied). I would prefer more granular ranges, some indication of projected costs/outcomes, and an option to indicate no preference or to rate strength of preference. Allowing a brief comment for each choice would also help capture participant reasoning. As a 45‑year‑old suburban Democrat, I prioritize healthcare and education, so clearer outcome information would have made choices easier."
