session_id,player_id,agent_instance_id,agent_id,group_id,subsession_id,round_number,module,profile_a_tax_rate,profile_a_healthcare_spending,profile_a_education_spending,profile_a_immigration_policy,profile_a_climate_policy,profile_b_tax_rate,profile_b_healthcare_spending,profile_b_education_spending,profile_b_immigration_policy,profile_b_climate_policy,chosen_profile,chosen_profile_speculation_score,choice_confidence,choice_confidence_speculation_score,choice_reasoning,most_important_attribute,most_important_attribute_speculation_score,comments
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_2_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260405T113845Z_bdod6b_2,2,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5_g2,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,5,conjoint,10% flat tax,Increase by 20%,Shift to voucher system,Open borders,No new regulations,Progressive (15-35%),Increase by 20%,Maintain current levels,Open borders,Green subsidies only,Profile A,0.15,6,0.15,"I chose this profile because it aligns with my conservative, rural values—favoring lower taxes and limited government, stricter immigration enforcement, and practical, fiscally responsible approaches to healthcare, education, and climate policy.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_3_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260405T113845Z_bdod6b_3,3,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5_g3,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,5,conjoint,Progressive (15-35%),Increase by 20%,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Current rates maintained,Decrease by 15%,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Profile A,0.2,5,0.2,"I chose this profile because it balances moderate taxes with targeted investments in healthcare and education, supports pragmatic immigration policies, and commits to realistic climate action—aligning with my priorities as an urban, college‑educated independent.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_4_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260405T113845Z_bdod6b_4,4,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5_g4,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,5,conjoint,10% flat tax,Maintain current levels,Shift to voucher system,Open borders,Green subsidies only,Progressive (15-35%),Decrease by 15%,Shift to voucher system,Reduce by 50%,No new regulations,Profile B,0.25,6,0.25,"I chose this profile because it matches my demographics and political views: I am a 67-year-old suburban Republican with a college degree and $60k-$100k household income, so I prefer lower taxes, measured government spending, stricter immigration controls, and pragmatic climate policies that balance environmental goals with economic stability.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_5_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260405T113845Z_bdod6b_5,5,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5_g5,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,5,conjoint,10% flat tax,Decrease by 15%,Maintain current levels,Open borders,Green subsidies only,Current rates maintained,Decrease by 15%,Double public school funding,Reduce by 50%,Carbon tax ($50/ton),Profile A,0.2,6,0.15,"I chose this profile because it matches my personal demographics and political views: as a 41-year-old, lower-income, non-college-educated Democrat in a suburban area, I favor stronger healthcare and education funding, pro-immigrant policies, and active climate action, so this profile best represents my preferences.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_6_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260405T113845Z_bdod6b_6,6,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5_g6,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,5,conjoint,Progressive (15-35%),Maintain current levels,Shift to voucher system,Points-based system,Carbon tax ($50/ton),Current rates maintained,Maintain current levels,Maintain current levels,Open borders,Green subsidies only,Profile A,0.12,6,0.12,"I chose Profile A because it balances moderate taxes with stronger healthcare and education spending, offers pragmatic immigration policy, and supports proactive climate measures—aligning with my priorities as a young, college-educated urban independent who favors social investment without extreme fiscal measures.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_7_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260405T113845Z_bdod6b_7,7,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5_g7,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,5,conjoint,Progressive (15-35%),Decrease by 15%,Double public school funding,Points-based system,No new regulations,10% flat tax,Maintain current levels,Maintain current levels,Open borders,No new regulations,Profile B,0.25,6,0.25,"I chose Profile B because as a 59-year-old rural Republican with modest income and no college degree, I prefer lower taxes, practical healthcare and education support without large tax hikes, stricter immigration controls, and cautious climate policies that protect local jobs and household finances.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_8_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,conjoint_manual_experiment_20260405T113845Z_bdod6b_8,8,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5_g8,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_conjoint_r5,5,conjoint,10% flat tax,Increase by 20%,Maintain current levels,Reduce by 50%,No new regulations,Current rates maintained,Maintain current levels,Double public school funding,Reduce by 50%,Carbon tax ($50/ton),Profile B,0.1,5,0.1,"I chose Profile B because it aligns with my priorities as a Democrat: a progressive tax approach to fund stronger healthcare and education, humane immigration policies, and ambitious climate action while maintaining economic stability.",,,
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_1_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260405T113845Z_bdod6b_1,1,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1_g1,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Healthcare spending,0.2,"Overall the study was clear and straightforward. A few suggestions: define attribute levels more precisely (e.g., what counts as “high” spending or “ambitious” climate action), offer a “no preference” option or allow ties, and provide a brief practice pair so participants understand trade-offs. Also include an estimated completion time/progress bar and a short debrief explaining how responses will be used and privacy protections."
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_2_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260405T113845Z_bdod6b_2,2,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1_g2,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Tax rate,0.15,"Overall the survey was straightforward and easy to complete. The policy pairs captured high-level trade-offs well, but I would suggest clearer definitions of the spending categories (for example, what exactly is included in ‘healthcare spending’), more realistic cost or outcome estimates, and an option to explain trade-offs or rank attributes for each choice. Adding follow-up questions to capture respondents’ reasons for each selection would also be helpful. Thank you."
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_3_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260405T113845Z_bdod6b_3,3,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1_g3,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Climate policy,0.3,"The survey was clear and easy to follow. I appreciated the consistent attribute format, but it would help to include more specific details (e.g., exact spending amounts or expected outcomes) and information about trade-offs or fiscal impacts. Adding a brief description of how each attribute level translates into real-world effects would make choices feel more informed. Overall length and time were reasonable."
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_4_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260405T113845Z_bdod6b_4,4,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1_g4,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Tax rate,0.2,"Thank you for the opportunity to participate. The survey was clear and easy to complete. A few suggestions: provide more context about trade-offs and funding sources for the proposals, use more precise/realistic policy descriptions, and consider adding a ""no preference"" option for some pairs. I’d appreciate a summary of the study results and confirmation that responses will remain anonymous."
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_5_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260405T113845Z_bdod6b_5,5,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1_g5,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Healthcare spending,0.15,"Thank you for the opportunity to participate. The pairs were generally clear, but I found some trade-offs unrealistic without more detail on how policies would be funded or who would benefit. It would help to include cost estimates or distributional effects, more nuanced immigration and climate options, and fewer repetitive trials to reduce fatigue. I appreciate a summary of the study results when available."
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_6_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260405T113845Z_bdod6b_6,6,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1_g6,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Education spending,0.15,"Thank you — the scenarios were clear and realistic. For future studies, it would be helpful to include cost estimates or trade-offs for each attribute and an option to express equal preference or indifference between proposals."
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_7_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260405T113845Z_bdod6b_7,7,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1_g7,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Tax rate,0.1,"Thank you for the opportunity to participate. The choice tasks were generally clear and quick, but a few suggestions: give concrete dollar amounts or clearer trade‑offs for spending and taxes, define immigration and climate options more specifically so I can judge effects on jobs and local communities, and allow a 'no preference' or 'mixed' option. The survey felt realistic overall; please keep it short and explain how results will be used."
conjoint_manual_experiment_20260405T113845Z_bdod6b_s1,conjoint_manual_experiment_20260405T113845Z_bdod6b_8_conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,conjoint_manual_experiment_20260405T113845Z_bdod6b_8,8,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1_g8,conjoint_manual_experiment_20260405T113845Z_bdod6b_s1_debrief_r1,1,debrief,,,,,,,,,,,,,,,,Healthcare spending,0.15,"Thank you — the study was clear and the policy pairs were realistic. A few suggestions: include more varied levels for attributes (e.g., incremental tax/healthcare options), add brief definitions of terms, and allow respondents to explain trade-offs for at least one choice. Please ensure anonymity and consider sharing a summary of results."
